"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Lyne River",1.24842766780985e-05,1.99028318734045e-05,5.06572148279247e-06,0.000838677226658612,1.45687985856989e-08,"WA",-14.861,128.15,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,1.02235,22.30617,33.78592,0.21298,NA,NA,13.4538,NA,NA,1.40853,101.4,335,15.65,20.35,NA,NA,4.55,0.344,3.611,2.9,8,5.2,"Semi Diurnal"
"Macdonald River",5.31593007350273e-06,1.99261065271997e-05,-9.2942463801942e-06,0.46808017312999,0.0226864418763561,"QLD",-11.529,142.061,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72,212,5.39,12.7,NA,NA,0.75,0.532,3.587,3.9,9.7,2.7,"Diurnal"
"Macleay River",1.4013600190862e-05,2.01960374381631e-05,7.83116294356097e-06,7.37132007750327e-06,0.00640176852256048,"NSW",-30.874,153.024,"extensively modified","river dominated","WAVE-DOMINATED DELTA",3.67416,0.91202,NA,1.13007,1.73881,5.94272,4.2163,1.22428,NA,NA,10.21248,NA,4.75519,3.00239,157.73,11273,19.909,49.65,0.56,NA,0.18,1.547,7.108,6.9,13.5,1.2,"Semi Diurnal"
"Macmillan River",1.57222965130432e-05,4.19216569177429e-05,-1.04770638916564e-05,0.233210348595955,0.209079501347554,"QLD",-11.973,143.17,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.03,55,1.07,5.11,NA,NA,0.71,1.214,5.71,3,11.8,2.2,"Semi Diurnal"
"Macquarie Harbour",2.39333884062748e-05,3.57847956436798e-05,1.20819811688698e-05,6.59129735527904e-05,7.23882708189347e-20,"TAS",-42.213,145.219,"modified","wave dominated","WAVE-DOMINATED ESTUARY",38.38719,261.88203,4.93111,13.2989,2.02508,NA,NA,NA,NA,NA,13.01627,NA,NA,0.99059,210.44,7049,297.57,50.1,13.67,1.7,0.88,2.348,9.002,8.8,14.3,0.9,"Diurnal"
"Mainwaring River",4.29718610545052e-05,7.85720917190959e-05,7.37163038991448e-06,0.0187379445011333,1.5165246131302e-10,"TAS",-42.87,145.436,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,87,0.093,1.57,NA,NA,0.21,2.926,8.837,8.9,13.7,1.1,"Diurnal"
"Maitland River",1.46282017114442e-05,2.5237598648704e-05,4.01880477418442e-06,0.00604308703624939,0.0054644199519967,"WA",-20.777,116.514,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.04301,3.20029,9.20035,0.30325,NA,NA,4.35763,NA,NA,8.45323,7.46,2123,0.3,3.07,NA,NA,0.49,0.235,3.333,0.8,9.6,3.6,"Semi Diurnal"
"Mallacoota Inlet",1.40016377473123e-05,2.36165498255223e-05,4.38672566910241e-06,0.00371159663555611,2.75752141472192e-07,"VIC",-37.569,149.763,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.86063,19.76209,1.87327,0.95698,3.86887,NA,1.00609,0.06924,0.1705,NA,5.77364,NA,NA,NA,142.05,1846,33.13,24.67,5.09,1.54,0.22,1.391,6.721,5.1,11.6,1,"Diurnal"
"Manning River",1.68686871894605e-05,2.37636258347969e-05,9.97374854412407e-06,1.36856368096228e-06,0.156313401469265,"NSW",-31.879,152.686,"extensively modified","river dominated","WAVE-DOMINATED DELTA",8.46066,NA,70.39206,1.07433,1.66893,4.82797,0.12803,0.30349,NA,NA,28.32948,NA,NA,1.34711,192.64,8080,31.575,51.98,0.74,NA,0.3,1.009,7.175,7.2,14.2,1.3,"Semi Diurnal"
"Margaret River",-4.28110744084672e-06,1.93137529849795e-05,-2.7875967866673e-05,0.717007261857912,1.49714668259292e-06,"WA",-33.972,114.986,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.15073,0.08399,0.01119,NA,0.03122,NA,NA,NA,0.12883,NA,0.12032,NA,NA,NA,5.46,518,0.25,2.58,NA,NA,0.14,2.405,8.182,12.1,13.5,0.7,"Diurnal"
"Maria Creek",1.7620985972636e-06,1.55724888884914e-05,-1.20482916939642e-05,0.798868424547596,5.55402245363756e-11,"QLD",-17.803,146.093,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.19451,NA,NA,0.33293,0.02475,6.53229,1.21233,0.1928,NA,NA,0.70203,NA,NA,1.224,14.51,180,0.47,6.26,NA,NA,0.038,0.303,6.3,1.9,14.1,2.1,"Semi Diurnal"
"Marion Creek",8.51294850934085e-06,2.34922746914052e-05,-6.46637767272347e-06,0.256467585382543,9.90621231835937e-07,"QLD",-21.729,149.458,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.28286,2.31951,0.53469,0.50453,0.09198,NA,0.4617,NA,NA,0.03376,10.21,107,0.45,3.73,NA,NA,NA,0.57,4.907,2.4,8.2,5.1,"Semi Diurnal"
"Maroochy River",1.60352765308418e-05,2.48182494855329e-05,7.25230357615077e-06,0.000294607441621635,3.0227621506159e-08,"QLD",-26.647,153.102,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.60878,NA,NA,0.61697,0.59405,4.59128,0.04897,0.1062,0.1133,NA,4.31722,NA,NA,0.73342,30.74,688,3.841,7.74,0.82,0.41,0.3,0.3,7.307,1.4,11.1,1.4,"Semi Diurnal"
"Marrett River",1.50697309010644e-06,9.12226767120272e-06,-6.10832149098985e-06,0.692567485307183,2.23760847186158e-11,"QLD",-14.38,144.168,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43,1295,2.19,19.3,NA,NA,0.63,0.152,3.58,1,8.4,2.1,"Semi Diurnal"
"Mary River",-3.08806575965579e-06,4.98131853610251e-06,-1.11574500554141e-05,0.444301974529522,4.61077969869123e-13,"QLD",-25.433,152.926,"extensively modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,5.38888,30.75931,9.34382,32.36808,0.00429,NA,30.70554,NA,6.61837,NA,251.66,NA,44.92,48.62,2.14,NA,0.86,NA,NA,NA,NA,NA,""
"Massacre Inlet",-3.34842411465905e-06,2.93253018726005e-06,-9.62937841657815e-06,0.286869802612261,1.62807830841831e-22,"QLD",-16.736,138.335,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.14,647,1.82,7.89,NA,NA,0.95,0.171,3.477,1.2,10,3.2,"Diurnal"
"May River",8.85317105309367e-06,1.78867383250412e-05,-1.80396218853905e-07,0.0516969880436822,5.63908210218889e-08,"WA",-17.074,123.789,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.05,13188,73.43,32.5,NA,NA,6.92,0.012,2.868,0.5,9.5,9,"Semi Diurnal"
"Mcarthur River",4.65115494718413e-06,8.09883921300203e-06,1.20347068136623e-06,0.00710539447682068,1.41861697434831e-37,"NT",-15.811,136.676,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,4.61003,53.86374,152.21613,33.04378,NA,NA,41.34505,NA,46.96736,NA,193.33,20139,23.08,NA,NA,NA,1.89,0.145,2.523,0.9,7,2.3,"Diurnal"
"Meda River",8.63333613465603e-06,1.62846183031321e-05,9.82053966179917e-07,0.0251248366482918,7.56646608538829e-10,"WA",-16.968,123.817,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.22,3467,24.68,23.76,NA,NA,4.82,0.169,2.72,1.3,7.6,8.8,"Semi Diurnal"
"Melville Bay",3.50686959156655e-06,1.05913965222042e-05,-3.57765733907114e-06,0.322834364656115,1.01045627580645e-12,"NT",-12.218,136.659,"largely unmodified","tide dominated","OTHER",NA,NA,3.28557,1.64178,10.83455,21.59641,4.88439,0.08583,NA,NA,71.57437,2.57293,0.59269,NA,76.12,603,88.77,13.68,9.05,NA,5.28,0.709,4.059,2.9,7.6,2.1,"Semi Diurnal"
"Meredith River",4.53331080502971e-05,7.89267899414456e-05,1.17394261591486e-05,0.00769908054994546,7.97731973976162e-10,"TAS",-42.112,148.074,"modified","river dominated","WAVE-DOMINATED DELTA",0.01662,NA,0.01932,NA,0.02973,NA,NA,NA,NA,NA,0.07952,NA,NA,NA,1.32,NA,NA,0.59,NA,NA,0.032,NA,NA,NA,NA,NA,""
"Merimbula Lake",1.74266855774938e-05,2.5227139645736e-05,9.62623150925169e-06,9.26694702854624e-06,4.42021861239564e-09,"NSW",-36.896,149.922,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.99472,2.26939,0.56467,2.02111,0.30402,NA,NA,NA,0.02279,NA,0.4263,NA,NA,3.64374,17.89,86,4.89,5.3,1.87,1.46,0.1,0.26,7.377,2.4,12.2,1.4,"Semi Diurnal"
"Meroo Lake",2.68539099067893e-05,3.51864773532338e-05,1.85213424603448e-05,2.15125818476533e-10,0.275146900586267,"NSW",-35.484,150.391,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.15579,0.63311,0.30066,NA,0.25367,NA,0.39106,NA,0.01467,NA,0.15577,NA,NA,NA,8.78,18,1.14,3.1,0.58,0.8,0.066,1.184,6.631,7,12.2,1.2,"Semi Diurnal"
"Merri River",6.04392383638003e-06,3.57855684646851e-05,-2.3697720791925e-05,0.685629565187566,2.77189900312056e-05,"VIC",-38.361,142.478,"extensively modified","wave dominated","OTHER",NA,NA,NA,0.01938,0.01427,NA,NA,NA,0.01248,NA,0.21102,NA,NA,0.00961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Merrica River",1.24968561950882e-06,6.19878514756771e-05,-5.94884802366595e-05,0.967234997178516,0.362615434969349,"NSW",-37.297,149.951,"near pristine","wave dominated","OTHER",0.04198,NA,NA,0.02814,0.01446,NA,0.00292,NA,0.01885,NA,0.09435,NA,NA,NA,4.74,70,0.14,2.03,0.19,NA,0.066,1.352,6.683,5.1,12.1,1.2,"Diurnal"
"Mersey River",1.86150531871323e-05,2.98794566582406e-05,7.35064971602398e-06,0.00112969498486776,0.000107947591964929,"TAS",-41.168,146.37,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,3.49981,4.50617,NA,0.31724,NA,1.04776,NA,0.12905,NA,1.49845,NA,NA,0.06885,29.19,1789,4.61,8.48,1.22,3.99,0.73,1.034,4.92,5.2,9.8,2.4,"Semi Diurnal"
"Meunga Creek",4.46212040450293e-06,1.19940791601239e-05,-3.06983835111804e-06,0.237118107802876,4.85169119708682e-06,"QLD",-18.231,146.019,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,0.85148,NA,1.85961,0.26431,0.07996,NA,NA,0.20381,NA,0.08334,NA,5.7,226,0.15,2.32,NA,NA,0.4,0.577,5.87,2.2,13.8,2.3,"Semi Diurnal"
"Micket Creek",-6.66496297134284e-06,7.90218703068511e-06,-2.12321129733708e-05,0.361022537737901,6.73315941753713e-05,"NT",-12.343,130.95,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,3.59003,3.71743,3.6585,0.49541,NA,NA,0.5127,NA,0.09867,5.19889,11.74,35,0.64,4.13,NA,NA,0.53,0.359,4.5,2.8,11.2,5.4,"Semi Diurnal"
"Middle Lagoon",1.43642692566945e-05,2.38441780328116e-05,4.88436048057743e-06,0.00253152650916384,0.0334224879698022,"NSW",-36.656,150.008,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.32455,0.40076,0.41676,0.11697,0.01236,0.01644,NA,NA,0.02294,NA,0.17806,NA,NA,0.03096,8.1,31,0.56,2.57,0.65,0.36,0.074,1.039,6.319,5.1,11.4,1.2,"Semi Diurnal"
"Minnamurra River",-1.23833968820231e-05,1.72769670738281e-06,-2.6494490471429e-05,0.079980318749471,4.68470506459322e-08,"NSW",-34.628,150.861,"modified","river dominated","WAVE-DOMINATED DELTA",0.40948,NA,NA,0.09312,0.27489,0.93543,0.52907,NA,0.05515,NA,0.3727,NA,NA,0.45233,14.84,144,0.87,6.16,0.24,0.58,0.13,1.171,6.752,8.6,12.9,1.2,"Semi Diurnal"
"Mission River",1.30323838869117e-05,1.7316719991255e-05,8.74804778256851e-06,2.25413355552577e-09,2.83912051583724e-11,"QLD",-12.597,141.894,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.31,1290,36.11,32.78,3.19,NA,1.01,0.046,3.799,0.7,9.9,2.1,"Diurnal"
"Missionary Bay",1.73496095696048e-06,6.75943097568535e-06,-3.28950906176439e-06,0.490221139303622,9.65672185099675e-07,"QLD",-18.216,146.177,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.31,169,59.99,9.31,NA,NA,11.12,0.908,6.14,3.3,13.9,2.3,"Diurnal"
"Miyangkala Creek",-1.11956243089803e-05,-3.39511450850389e-06,-1.89961341094567e-05,0.00431078372994662,1.91890510325786e-06,"NT",-14.443,135.611,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53,396,0.3,3.81,NA,NA,0.22,0.208,3.402,1.6,6.5,2.2,"Diurnal"
"Montagu",-3.82294408496304e-05,8.96938274539037e-07,-7.73558199737999e-05,0.0554486913993988,0.0298343022225647,"TAS",-40.748,144.94,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.80774,NA,1.01736,NA,NA,NA,0.19058,NA,NA,0.00427,7.22,NA,NA,2.51,NA,NA,0.79,NA,NA,NA,NA,NA,""
"Montague Sound Creeks",1.08218775988619e-05,1.78297458999132e-05,3.81400929781059e-06,0.00212256082118046,1.81961003583325e-37,"WA",-14.537,125.453,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.25,184,35.06,14.51,NA,NA,3.01,0.329,3.866,3.4,7.6,5.6,"Semi Diurnal"
"Montague Sound Creeks",1.08218775988619e-05,1.78297458999132e-05,3.81400929781059e-06,0.00212256082118046,1.81961003583325e-37,"WA",-14.412,125.664,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,30,0.54,3.58,NA,NA,0.49,0.4,4.325,2.7,8.5,5.6,"Semi Diurnal"
"Montague Sound Creeks",1.08218775988619e-05,1.78297458999132e-05,3.81400929781059e-06,0.00212256082118046,1.81961003583325e-37,"WA",-14.39,125.658,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88,27,0.99,2.24,NA,NA,1.35,0.4,4.325,2.7,8.5,5.6,"Semi Diurnal"
"Montague Sound Creeks",1.08218775988619e-05,1.78297458999132e-05,3.81400929781059e-06,0.00212256082118046,1.81961003583325e-37,"WA",-14.34,125.675,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,64,1.17,1.78,NA,NA,1.25,0.335,3.992,2.4,7.7,5.6,"Semi Diurnal"
"Mooball Creek",1.07595849672809e-05,2.23431680227451e-05,-8.23998088183398e-07,0.0643619760481003,2.16721496629184e-06,"NSW",-28.389,153.57,"modified","wave dominated","STRANDPLAIN",NA,NA,NA,0.05497,0.2745,0.11129,NA,0.18794,NA,NA,0.23072,NA,NA,NA,10.46,140,0.37,4.82,0.094,NA,0.07,1.303,6.737,4.7,12.3,1.2,"Semi Diurnal"
"Mooloolah River",1.81967766744519e-05,2.69284620690467e-05,9.46509127985702e-06,3.82252375567919e-05,2.83145421383193e-09,"QLD",-26.681,153.133,"modified","river dominated","WAVE-DOMINATED DELTA",0.46756,NA,NA,NA,NA,0.32741,0.06895,NA,NA,NA,1.71119,NA,NA,0.09554,28.25,215,1.26,5.93,0.49,2.08,0.099,1.295,6.55,3.4,9.2,1.4,"Semi Diurnal"
"Moore River Estuary",3.44133214105009e-05,5.60477086401882e-05,1.27789341808137e-05,0.00160882966776647,2.04285281200012e-25,"WA",-31.353,115.499,"extensively modified","river dominated","WAVE-DOMINATED DELTA",0.02897,NA,NA,0.03909,0.06684,0.23107,0.02356,NA,NA,NA,0.86058,NA,NA,0.01241,12.26,NA,0.46,5.89,NA,NA,0.065,NA,NA,NA,NA,NA,""
"Moresby River",8.00746118641733e-06,1.81193573580403e-05,-2.10443498520568e-06,0.114779737682271,6.42442656080649e-07,"QLD",-17.6,146.13,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,11.79399,18.82691,1.26477,NA,NA,4.13767,NA,4.24557,0.859,50.69,117,5.16,14.59,1.12,0.47,0.21,1.284,6.226,4.4,12.8,2.1,"Diurnal"
"Moreton Bay",1.96255185306169e-05,2.76511838332048e-05,1.15998532280289e-05,1.40517912092249e-06,3.48626941893153e-10,"QLD",-27.071,153.284,"modified","wave dominated","WAVE-DOMINATED ESTUARY",436.59138,1056.98298,35.88784,149.03879,75.66198,80.33621,22.76444,422.7558,0.47991,NA,77.09499,NA,25.4298,8.06843,297.56,22807,1493.71,78,33.79,0,21.61,0.718,5.945,1.8,9.8,1.6,"Semi Diurnal"
"Morning Inlet",-2.56047378139386e-05,-1.35129487627505e-05,-3.76965268651268e-05,3.13885292218737e-05,1.18127564873691e-10,"QLD",-17.706,140.215,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.02,1617,1.96,14.01,NA,NA,0.57,0.02,3.348,0.3,9.5,3.4,"Diurnal"
"Moruya River",1.00895018915728e-05,1.67119032098371e-05,3.46710057330857e-06,0.00239265119038578,0.000383867071860824,"NSW",-35.905,150.151,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.3791,2.37487,1.70689,0.79536,0.08839,0.35583,0.73518,0.02935,NA,2.15223,NA,NA,0.21944,43.53,1499,4.55,16.63,0.84,0.58,0.18,1.215,6.578,6.5,11.9,1,"Semi Diurnal"
"Mosquito Inlet",-1.83891072239443e-05,5.4598828170277e-06,-4.22380972649163e-05,0.126783665799021,0.00142652022250477,"TAS",-40.624,144.952,"largely unmodified","tide dominated","OTHER",2.44361,NA,NA,7.24818,7.29781,NA,0.82189,0.28242,NA,NA,1.02,NA,NA,NA,14.51,41,4.53,3.45,2.8,NA,1.86,0.724,7.901,5.2,13.2,2,"Semi Diurnal"
"Mowbray River",2.78642509016198e-06,1.21519485272671e-05,-6.57909834694318e-06,0.552461444447565,1.83399289162829e-07,"QLD",-16.545,145.488,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.62602,1.02107,0.18715,NA,NA,0.9559,0.44839,NA,NA,0.13554,6.72,119,0.21,2.4,NA,NA,0.56,0.821,5.67,2.1,13.2,2,"Diurnal"
"Moyle River",3.36490685915521e-06,1.25777699808443e-05,-5.84795626253387e-06,0.465607024283957,4.27279419178925e-08,"NT",-13.975,129.745,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.06,3835,0.78,9.69,NA,NA,0.22,0.25,3.569,2.2,9.1,5.4,"Semi Diurnal"
"Moyne River",4.12931809854093e-05,6.53254418680076e-05,1.7260920102811e-05,0.000966166673075959,0.000270117398256536,"VIC",-38.384,142.242,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.8029,0.26745,0.02379,0.31764,NA,0.50733,0.01364,0.08622,NA,0.27154,NA,NA,0.55146,NA,687,NA,NA,NA,NA,NA,1.668,8.952,5.8,15.1,0.8,"Diurnal"
"Mt Connor Creek",7.83165501177142e-07,1.11277308050307e-05,-9.56139980267642e-06,0.879786059842913,0.0186440993579963,"WA",-14.535,126.043,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,100,0.59,5.41,NA,NA,0.45,0.166,3.122,1.5,7.7,5.8,"Semi Diurnal"
"Mud Creek",1.64834850526239e-05,2.32535818646242e-05,9.71338824062353e-06,1.72219379478132e-06,3.17805629922145e-13,"QLD",-19.521,147.533,"largely unmodified","wave dominated","STRANDPLAIN",0.36096,NA,NA,0.35569,0.10243,5.98371,0.64028,0.02743,NA,NA,0.70503,NA,NA,0.54856,12.62,36,1.08,4.48,0.78,NA,0.45,1.009,5.413,4,10.2,2.4,"Semi Diurnal"
"Mueller River",2.33527411372265e-05,4.40713995517003e-05,2.63408272275279e-06,0.0248315640718342,8.16193510116499e-05,"VIC",-37.781,149.326,"no assessment","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56,573,0.44,5.18,0.16,NA,0.092,1.099,6.607,4.1,11.8,1.1,"Diurnal"
"Murchison River",2.41620550994738e-05,3.268182434797e-05,1.56422858509776e-05,2.60203540916051e-08,0.00553530835097973,"WA",-27.708,114.159,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11,89184,3.04,15.81,0.77,1.92,0.21,1.836,7.416,5.8,14,0.4,"Diurnal"
"Murgenella Creek",-8.94243741634029e-06,-2.66435300634899e-07,-1.76184395320457e-05,0.0401698777558476,5.43486592085604e-18,"NT",-11.884,132.655,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.22,2063,8.17,33.74,NA,NA,0.94,0.206,3.834,1.6,8.8,2.8,"Semi Diurnal"
"Murrah Lagoon",1.56471858711221e-05,2.33740902571843e-05,7.92028148505997e-06,5.81164979556354e-05,0.176400616093561,"NSW",-36.495,150.054,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.53265,0.05888,2.90903,0.1061,0.06789,NA,0.02009,NA,NA,NA,0.82762,NA,NA,1.78484,7.47,200,0.22,2.29,0.42,0.52,0.034,1.34,6.633,6.1,11.9,1.1,"Semi Diurnal"
"Murray Creek",1.04893628675653e-05,2.11219613681533e-05,-1.43235633022707e-07,0.0491539893461589,0.0595984151336175,"QLD",-20.849,148.868,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,5.71238,22.34713,6.49775,10.49188,NA,NA,16.26301,NA,NA,0.31755,77.36,570,13.54,18.62,3.38,NA,3.13,0.579,4.293,2.2,8,3.7,"Semi Diurnal"
"Murray River",-2.22928572434858e-06,5.51562052862455e-06,-9.97419197732171e-06,0.565236430988878,7.77355325871022e-15,"QLD",-18.085,146.029,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,4.26555,0.54903,19.95341,1.51036,0.16081,NA,NA,2.68949,NA,0.98006,5.20286,26.95,602,2.17,9.89,NA,NA,0.76,0.818,5.95,2.7,13.5,2.2,"Semi Diurnal"
"Mutchero Inlet/Russell Mulgrave",1.1564399273053e-05,2.14655705838285e-05,1.66322796227755e-06,0.020472079166924,1.65497183530767e-08,"QLD",-17.224,145.968,"modified","river dominated","WAVE-DOMINATED DELTA",0.26507,NA,NA,3.98757,0.18445,15.55721,0.59083,0.85906,NA,NA,2.93002,NA,0.11066,NA,40.51,1393,3.23,8.72,0.52,NA,0.18,0.949,5.989,2.9,13.4,1.9,"Semi Diurnal"
"Nambucca River",1.32721848482013e-05,1.96710058201478e-05,6.8733638762548e-06,4.09874464403691e-05,0.116386268036702,"NSW",-30.65,153.015,"extensively modified","river dominated","WAVE-DOMINATED DELTA",0.33764,NA,NA,0.93703,0.59448,1.28051,1.98809,0.38,0.03346,NA,6.44754,NA,NA,0.62437,106.39,1341,9.264,20.1,0.63,NA,0.2,0.482,7.18,2.1,13.1,1.2,"Diurnal"
"Nangudga Lake",1.80209878551128e-05,2.49987463035871e-05,1.10432294066385e-05,3.17094120126108e-07,0.0150384832229467,"NSW",-36.261,150.143,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.2069,0.32358,0.05481,0.34174,0.03304,NA,NA,NA,0.01223,NA,0.18646,NA,NA,2.09196,8.38,NA,0.45,2.9,0.35,1.72,0.058,NA,NA,NA,NA,NA,""
"Narrabeen Lagoon",4.64893406432548e-06,1.27548436553773e-05,-3.45697552672633e-06,0.252139736996154,0.00045768657730001,"NSW",-33.705,151.307,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",1.48085,1.98233,0.50388,0.03197,0.03014,NA,NA,NA,0.08885,NA,0.26458,NA,NA,0.05149,13.23,54,2.369,5.43,0.93,2.27,0.11,0.97,6.955,8.6,13.5,1.2,"Semi Diurnal"
"Narrawallee Inlet",5.30123394904648e-06,5.21328623430613e-05,-4.15303944449684e-05,0.821141663019587,0.0161002763557247,"NSW",-35.302,150.475,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.58307,NA,NA,0.20642,0.2777,0.24737,0.71278,NA,0.03202,NA,0.40903,NA,NA,0.04721,11.41,77,0.34,4.72,0.27,NA,0.046,1.205,6.635,7.8,12.3,1.2,"Semi Diurnal"
"Nassau River",9.98770455498647e-06,1.52751862098896e-05,4.70022290008336e-06,0.000175761655113925,7.99610234043045e-07,"QLD",-15.909,141.394,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,3.09611,45.13335,158.22408,NA,NA,NA,20.22545,NA,NA,69.8056,160.93,5797,17.43,39.77,NA,NA,0.73,0.04,3.816,0.6,10.7,3,"Diurnal"
"Nayampi Creek",-4.54823000906759e-06,-2.53930473489883e-07,-8.8425295446453e-06,0.0345171899709415,0.000384416970612408,"NT",-14.809,135.397,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.77,73,0.83,10.51,NA,NA,0.27,0.052,3.067,0.5,6.4,2.1,"Diurnal"
"Nelson Lagoon",9.94292782393275e-06,1.7382954427171e-05,2.50290122069452e-06,0.00770115936063208,0.197782848987401,"NSW",-36.691,149.994,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.15487,0.18358,0.44907,0.31058,0.0613,0.2174,0.44009,NA,0.0225,NA,0.29826,NA,NA,0.00751,8.72,18,0.4,3.65,0.26,2.97,0.034,1.039,6.319,5.1,11.4,1.2,"Semi Diurnal"
