"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Lyne River",4.81235479061632e-06,1.0341127680264e-05,-7.16418099031394e-07,0.0824935784533285,0.00134654532471881,"WA",-14.861,128.15,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,1.02235,22.30617,33.78592,0.21298,NA,NA,13.4538,NA,NA,1.40853,101.4,335,15.65,20.35,NA,NA,4.55,0.344,3.611,2.9,8,5.2,"Semi Diurnal"
"Macdonald River",-1.12298935032829e-05,-4.76507853557358e-07,-2.19832791530085e-05,0.0386279337523513,0.231593633689719,"QLD",-11.529,142.061,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72,212,5.39,12.7,NA,NA,0.75,0.532,3.587,3.9,9.7,2.7,"Diurnal"
"Macleay River",7.46640026014666e-06,1.21144945155412e-05,2.81830600475214e-06,0.00140507177732768,0.044066373507488,"NSW",-30.874,153.024,"extensively modified","river dominated","WAVE-DOMINATED DELTA",3.67416,0.91202,NA,1.13007,1.73881,5.94272,4.2163,1.22428,NA,NA,10.21248,NA,4.75519,3.00239,157.73,11273,19.909,49.65,0.56,NA,0.18,1.547,7.108,6.9,13.5,1.2,"Semi Diurnal"
"Macmillan River",5.45133697874091e-06,2.5689163779096e-05,-1.47864898216142e-05,0.59128423175592,0.797391092278409,"QLD",-11.973,143.17,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.03,55,1.07,5.11,NA,NA,0.71,1.214,5.71,3,11.8,2.2,"Semi Diurnal"
"Macquarie Harbour",-1.90128352695903e-06,3.74388851265417e-06,-7.54645556657223e-06,0.501006323009017,0.000834202709663527,"TAS",-42.213,145.219,"modified","wave dominated","WAVE-DOMINATED ESTUARY",38.38719,261.88203,4.93111,13.2989,2.02508,NA,NA,NA,NA,NA,13.01627,NA,NA,0.99059,210.44,7049,297.57,50.1,13.67,1.7,0.88,2.348,9.002,8.8,14.3,0.9,"Diurnal"
"Mainwaring River",5.05517508570629e-06,3.15570464638816e-05,-2.1446696292469e-05,0.704076788451523,0.00792809709064898,"TAS",-42.87,145.436,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,87,0.093,1.57,NA,NA,0.21,2.926,8.837,8.9,13.7,1.1,"Diurnal"
"Maitland River",1.52684068103909e-06,9.03250212069372e-06,-5.97882075861554e-06,0.684297873239622,1.98221247385189e-17,"WA",-20.777,116.514,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.04301,3.20029,9.20035,0.30325,NA,NA,4.35763,NA,NA,8.45323,7.46,2123,0.3,3.07,NA,NA,0.49,0.235,3.333,0.8,9.6,3.6,"Semi Diurnal"
"Mallacoota Inlet",2.86051107475005e-06,1.0226663463849e-05,-4.50564131434888e-06,0.43764571525973,1.05096519009257e-06,"VIC",-37.569,149.763,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.86063,19.76209,1.87327,0.95698,3.86887,NA,1.00609,0.06924,0.1705,NA,5.77364,NA,NA,NA,142.05,1846,33.13,24.67,5.09,1.54,0.22,1.391,6.721,5.1,11.6,1,"Diurnal"
"Manning River",1.36723801871576e-05,1.88259592340935e-05,8.51880114022173e-06,1.73551174958261e-07,1.07143060411188e-05,"NSW",-31.879,152.686,"extensively modified","river dominated","WAVE-DOMINATED DELTA",8.46066,NA,70.39206,1.07433,1.66893,4.82797,0.12803,0.30349,NA,NA,28.32948,NA,NA,1.34711,192.64,8080,31.575,51.98,0.74,NA,0.3,1.009,7.175,7.2,14.2,1.3,"Semi Diurnal"
"Margaret River",1.90681195408785e-06,1.25672555386915e-05,-8.75363163051576e-06,0.72085156643296,0.10891176051824,"WA",-33.972,114.986,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.15073,0.08399,0.01119,NA,0.03122,NA,NA,NA,0.12883,NA,0.12032,NA,NA,NA,5.46,518,0.25,2.58,NA,NA,0.14,2.405,8.182,12.1,13.5,0.7,"Diurnal"
"Maria Creek",-6.19085768575341e-06,3.43530341887894e-06,-1.58170187903858e-05,0.199963382037745,2.31852335811433e-06,"QLD",-17.803,146.093,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.19451,NA,NA,0.33293,0.02475,6.53229,1.21233,0.1928,NA,NA,0.70203,NA,NA,1.224,14.51,180,0.47,6.26,NA,NA,0.038,0.303,6.3,1.9,14.1,2.1,"Semi Diurnal"
"Marion Creek",7.5258527507589e-06,1.88933959215108e-05,-3.84169041999304e-06,0.186330297023673,3.61727805362567e-06,"QLD",-21.729,149.458,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.28286,2.31951,0.53469,0.50453,0.09198,NA,0.4617,NA,NA,0.03376,10.21,107,0.45,3.73,NA,NA,NA,0.57,4.907,2.4,8.2,5.1,"Semi Diurnal"
"Maroochy River",7.12205856813257e-06,1.38443086553424e-05,3.99808480922771e-07,0.0346976356549227,0.0109495466170281,"QLD",-26.647,153.102,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.60878,NA,NA,0.61697,0.59405,4.59128,0.04897,0.1062,0.1133,NA,4.31722,NA,NA,0.73342,30.74,688,3.841,7.74,0.82,0.41,0.3,0.3,7.307,1.4,11.1,1.4,"Semi Diurnal"
"Marrett River",-1.64207206683781e-06,4.28449765653727e-06,-7.56864179021289e-06,0.579917299707964,1.07297412583697e-08,"QLD",-14.38,144.168,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43,1295,2.19,19.3,NA,NA,0.63,0.152,3.58,1,8.4,2.1,"Semi Diurnal"
"Mary River",-5.06113324061059e-06,3.42443196729149e-07,-1.04647096779503e-05,0.0614457010938893,0.00724918515599924,"QLD",-25.433,152.926,"extensively modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,5.38888,30.75931,9.34382,32.36808,0.00429,NA,30.70554,NA,6.61837,NA,251.66,NA,44.92,48.62,2.14,NA,0.86,NA,NA,NA,NA,NA,""
"Massacre Inlet",-3.91216138555591e-07,4.37100440713369e-06,-5.15343668424487e-06,0.869565059429431,1.27965155352511e-32,"QLD",-16.736,138.335,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.14,647,1.82,7.89,NA,NA,0.95,0.171,3.477,1.2,10,3.2,"Diurnal"
"May River",-2.57937792996314e-06,4.14215526619644e-06,-9.30091112612272e-06,0.443897769240512,0.000106402751107383,"WA",-17.074,123.789,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.05,13188,73.43,32.5,NA,NA,6.92,0.012,2.868,0.5,9.5,9,"Semi Diurnal"
"Mcarthur River",1.5829730272983e-06,3.74316469649062e-06,-5.77218641894016e-07,0.143115525472233,6.05465404759748e-54,"NT",-15.811,136.676,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,4.61003,53.86374,152.21613,33.04378,NA,NA,41.34505,NA,46.96736,NA,193.33,20139,23.08,NA,NA,NA,1.89,0.145,2.523,0.9,7,2.3,"Diurnal"
"Meda River",6.96005164661945e-07,6.90794724234916e-06,-5.51593691302527e-06,0.822921391494356,0.00255357578860213,"WA",-16.968,123.817,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.22,3467,24.68,23.76,NA,NA,4.82,0.169,2.72,1.3,7.6,8.8,"Semi Diurnal"
"Melville Bay",9.7908782044996e-07,7.97884738259369e-06,-6.02067174169377e-06,0.779830587938427,1.40505984485119e-14,"NT",-12.218,136.659,"largely unmodified","tide dominated","OTHER",NA,NA,3.28557,1.64178,10.83455,21.59641,4.88439,0.08583,NA,NA,71.57437,2.57293,0.59269,NA,76.12,603,88.77,13.68,9.05,NA,5.28,0.709,4.059,2.9,7.6,2.1,"Semi Diurnal"
"Meredith River",1.35637891290567e-05,2.57390537409968e-05,1.38852451711654e-06,0.0272506574291642,0.0052809230396165,"TAS",-42.112,148.074,"modified","river dominated","WAVE-DOMINATED DELTA",0.01662,NA,0.01932,NA,0.02973,NA,NA,NA,NA,NA,0.07952,NA,NA,NA,1.32,NA,NA,0.59,NA,NA,0.032,NA,NA,NA,NA,NA,""
"Merimbula Lake",1.12972678793385e-05,1.80559092086191e-05,4.53862655005787e-06,0.000874862005310379,9.24694367114646e-30,"NSW",-36.896,149.922,"modified","wave dominated","WAVE-DOMINATED ESTUARY",2.99472,2.26939,0.56467,2.02111,0.30402,NA,NA,NA,0.02279,NA,0.4263,NA,NA,3.64374,17.89,86,4.89,5.3,1.87,1.46,0.1,0.26,7.377,2.4,12.2,1.4,"Semi Diurnal"
"Meroo Lake",6.8841997020099e-06,1.15941263391818e-05,2.17427306483799e-06,0.00357635076713233,2.72128112352146e-05,"NSW",-35.484,150.391,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.15579,0.63311,0.30066,NA,0.25367,NA,0.39106,NA,0.01467,NA,0.15577,NA,NA,NA,8.78,18,1.14,3.1,0.58,0.8,0.066,1.184,6.631,7,12.2,1.2,"Semi Diurnal"
"Merri River",2.75999418067096e-06,2.85172983935417e-05,-2.29973100321998e-05,0.830912265280302,0.000214716541395994,"VIC",-38.361,142.478,"extensively modified","wave dominated","OTHER",NA,NA,NA,0.01938,0.01427,NA,NA,NA,0.01248,NA,0.21102,NA,NA,0.00961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Merrica River",-1.31917062360717e-05,3.13155870231538e-05,-5.76989994952972e-05,0.554294842032494,0.000974055855922201,"NSW",-37.297,149.951,"near pristine","wave dominated","OTHER",0.04198,NA,NA,0.02814,0.01446,NA,0.00292,NA,0.01885,NA,0.09435,NA,NA,NA,4.74,70,0.14,2.03,0.19,NA,0.066,1.352,6.683,5.1,12.1,1.2,"Diurnal"
"Mersey River",5.42732370599782e-06,1.19950136991846e-05,-1.14036628718894e-06,0.100051414299159,3.3189850770225e-06,"TAS",-41.168,146.37,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,3.49981,4.50617,NA,0.31724,NA,1.04776,NA,0.12905,NA,1.49845,NA,NA,0.06885,29.19,1789,4.61,8.48,1.22,3.99,0.73,1.034,4.92,5.2,9.8,2.4,"Semi Diurnal"
"Meunga Creek",3.25533237026469e-06,8.2336789565435e-06,-1.72301421601412e-06,0.192036790797418,0.157143378090816,"QLD",-18.231,146.019,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,0.85148,NA,1.85961,0.26431,0.07996,NA,NA,0.20381,NA,0.08334,NA,5.7,226,0.15,2.32,NA,NA,0.4,0.577,5.87,2.2,13.8,2.3,"Semi Diurnal"
"Micket Creek",-3.63531761997968e-06,8.07753694810958e-06,-1.53481721880689e-05,0.535328047741213,4.87084871115316e-05,"NT",-12.343,130.95,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,3.59003,3.71743,3.6585,0.49541,NA,NA,0.5127,NA,0.09867,5.19889,11.74,35,0.64,4.13,NA,NA,0.53,0.359,4.5,2.8,11.2,5.4,"Semi Diurnal"
"Middle Lagoon",2.99093832476036e-06,8.07343786257704e-06,-2.09156121305633e-06,0.239612233298091,0.000381490699249634,"NSW",-36.656,150.008,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.32455,0.40076,0.41676,0.11697,0.01236,0.01644,NA,NA,0.02294,NA,0.17806,NA,NA,0.03096,8.1,31,0.56,2.57,0.65,0.36,0.074,1.039,6.319,5.1,11.4,1.2,"Semi Diurnal"
"Minnamurra River",-1.37412224492889e-05,-3.51737970128251e-06,-2.39650651972954e-05,0.00747821689077533,0.0152823757249389,"NSW",-34.628,150.861,"modified","river dominated","WAVE-DOMINATED DELTA",0.40948,NA,NA,0.09312,0.27489,0.93543,0.52907,NA,0.05515,NA,0.3727,NA,NA,0.45233,14.84,144,0.87,6.16,0.24,0.58,0.13,1.171,6.752,8.6,12.9,1.2,"Semi Diurnal"
"Mission River",9.95717965189084e-07,4.25837148207734e-06,-2.26693555169917e-06,0.54187765514584,1.36483854666518e-14,"QLD",-12.597,141.894,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.31,1290,36.11,32.78,3.19,NA,1.01,0.046,3.799,0.7,9.9,2.1,"Diurnal"
"Missionary Bay",-3.61378095354906e-06,1.20691901707617e-06,-8.43448092417429e-06,0.134603432574535,9.69176256730992e-12,"QLD",-18.216,146.177,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.31,169,59.99,9.31,NA,NA,11.12,0.908,6.14,3.3,13.9,2.3,"Diurnal"
"Miyangkala Creek",-3.12255053913164e-06,3.03921958908834e-06,-9.28432066735161e-06,0.311409173663311,0.0179984280781033,"NT",-14.443,135.611,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53,396,0.3,3.81,NA,NA,0.22,0.208,3.402,1.6,6.5,2.2,"Diurnal"
"Montagu",-1.34717143232568e-05,2.28171513012281e-05,-4.97605799477417e-05,0.461020938136077,0.00412075407702974,"TAS",-40.748,144.94,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.80774,NA,1.01736,NA,NA,NA,0.19058,NA,NA,0.00427,7.22,NA,NA,2.51,NA,NA,0.79,NA,NA,NA,NA,NA,""
"Montague Sound Creeks",8.31469942972878e-06,1.41909145983151e-05,2.4384842611425e-06,0.00484037329223906,6.55788825225608e-56,"WA",-14.537,125.453,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.25,184,35.06,14.51,NA,NA,3.01,0.329,3.866,3.4,7.6,5.6,"Semi Diurnal"
"Montague Sound Creeks",8.31469942972878e-06,1.41909145983151e-05,2.4384842611425e-06,0.00484037329223906,6.55788825225608e-56,"WA",-14.412,125.664,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45,30,0.54,3.58,NA,NA,0.49,0.4,4.325,2.7,8.5,5.6,"Semi Diurnal"
"Montague Sound Creeks",8.31469942972878e-06,1.41909145983151e-05,2.4384842611425e-06,0.00484037329223906,6.55788825225608e-56,"WA",-14.39,125.658,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88,27,0.99,2.24,NA,NA,1.35,0.4,4.325,2.7,8.5,5.6,"Semi Diurnal"
"Montague Sound Creeks",8.31469942972878e-06,1.41909145983151e-05,2.4384842611425e-06,0.00484037329223906,6.55788825225608e-56,"WA",-14.34,125.675,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,64,1.17,1.78,NA,NA,1.25,0.335,3.992,2.4,7.7,5.6,"Semi Diurnal"
"Mooball Creek",9.45891870456116e-06,1.87189145359029e-05,1.98922873219465e-07,0.042082847147767,0.0241930108805665,"NSW",-28.389,153.57,"modified","wave dominated","STRANDPLAIN",NA,NA,NA,0.05497,0.2745,0.11129,NA,0.18794,NA,NA,0.23072,NA,NA,NA,10.46,140,0.37,4.82,0.094,NA,0.07,1.303,6.737,4.7,12.3,1.2,"Semi Diurnal"
"Mooloolah River",1.33700895449603e-05,1.96966365848639e-05,7.04354250505664e-06,2.98469449852506e-05,0.00424126981956242,"QLD",-26.681,153.133,"modified","river dominated","WAVE-DOMINATED DELTA",0.46756,NA,NA,NA,NA,0.32741,0.06895,NA,NA,NA,1.71119,NA,NA,0.09554,28.25,215,1.26,5.93,0.49,2.08,0.099,1.295,6.55,3.4,9.2,1.4,"Semi Diurnal"
"Moore River Estuary",1.72451336608879e-05,2.78217365658581e-05,6.66853075591776e-06,0.0012284502610704,0.000895614445994937,"WA",-31.353,115.499,"extensively modified","river dominated","WAVE-DOMINATED DELTA",0.02897,NA,NA,0.03909,0.06684,0.23107,0.02356,NA,NA,NA,0.86058,NA,NA,0.01241,12.26,NA,0.46,5.89,NA,NA,0.065,NA,NA,NA,NA,NA,""
"Moresby River",-3.98868543324201e-07,7.67069475545713e-06,-8.46843184210553e-06,0.921346752549905,0.0147137319472349,"QLD",-17.6,146.13,"modified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,11.79399,18.82691,1.26477,NA,NA,4.13767,NA,4.24557,0.859,50.69,117,5.16,14.59,1.12,0.47,0.21,1.284,6.226,4.4,12.8,2.1,"Diurnal"
"Moreton Bay",1.14409844969722e-05,1.82681193164125e-05,4.61384967753185e-06,0.000871080499406739,1.47220294710911e-30,"QLD",-27.071,153.284,"modified","wave dominated","WAVE-DOMINATED ESTUARY",436.59138,1056.98298,35.88784,149.03879,75.66198,80.33621,22.76444,422.7558,0.47991,NA,77.09499,NA,25.4298,8.06843,297.56,22807,1493.71,78,33.79,0,21.61,0.718,5.945,1.8,9.8,1.6,"Semi Diurnal"
"Morning Inlet",-2.03174040022092e-05,-1.0878126964699e-05,-2.97566810397194e-05,2.33725620076879e-05,1.16604383750212e-13,"QLD",-17.706,140.215,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.02,1617,1.96,14.01,NA,NA,0.57,0.02,3.348,0.3,9.5,3.4,"Diurnal"
"Moruya River",5.73595601883307e-06,1.06923884723498e-05,7.79523565316298e-07,0.0209097286895223,3.29828292808988e-08,"NSW",-35.905,150.151,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.3791,2.37487,1.70689,0.79536,0.08839,0.35583,0.73518,0.02935,NA,2.15223,NA,NA,0.21944,43.53,1499,4.55,16.63,0.84,0.58,0.18,1.215,6.578,6.5,11.9,1,"Semi Diurnal"
"Mosquito Inlet",-1.89150643972746e-05,-7.36605428978965e-08,-3.77564682516513e-05,0.0478928865713653,0.0025707333498558,"TAS",-40.624,144.952,"largely unmodified","tide dominated","OTHER",2.44361,NA,NA,7.24818,7.29781,NA,0.82189,0.28242,NA,NA,1.02,NA,NA,NA,14.51,41,4.53,3.45,2.8,NA,1.86,0.724,7.901,5.2,13.2,2,"Semi Diurnal"
"Mowbray River",-2.12491932269684e-06,5.57607769811099e-06,-9.82591634350466e-06,0.581631406873409,0.00697167375131529,"QLD",-16.545,145.488,"largely unmodified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.62602,1.02107,0.18715,NA,NA,0.9559,0.44839,NA,NA,0.13554,6.72,119,0.21,2.4,NA,NA,0.56,0.821,5.67,2.1,13.2,2,"Diurnal"
"Moyle River",1.62090527907082e-06,8.51294483598099e-06,-5.27113427783935e-06,0.638396037932986,8.94191396892837e-09,"NT",-13.975,129.745,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.06,3835,0.78,9.69,NA,NA,0.22,0.25,3.569,2.2,9.1,5.4,"Semi Diurnal"
"Moyne River",1.02904500609862e-05,1.85030898017919e-05,2.07781032018055e-06,0.0145163048536672,1.01642382830308e-06,"VIC",-38.384,142.242,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,0.8029,0.26745,0.02379,0.31764,NA,0.50733,0.01364,0.08622,NA,0.27154,NA,NA,0.55146,NA,687,NA,NA,NA,NA,NA,1.668,8.952,5.8,15.1,0.8,"Diurnal"
"Mt Connor Creek",2.99781331028909e-06,1.12547903340511e-05,-5.25916371347288e-06,0.468527426867631,0.0235802779773153,"WA",-14.535,126.043,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,100,0.59,5.41,NA,NA,0.45,0.166,3.122,1.5,7.7,5.8,"Semi Diurnal"
"Mud Creek",7.79614872021601e-06,1.18244244483352e-05,3.76787299209679e-06,0.00013005916255924,0.000835338989433884,"QLD",-19.521,147.533,"largely unmodified","wave dominated","STRANDPLAIN",0.36096,NA,NA,0.35569,0.10243,5.98371,0.64028,0.02743,NA,NA,0.70503,NA,NA,0.54856,12.62,36,1.08,4.48,0.78,NA,0.45,1.009,5.413,4,10.2,2.4,"Semi Diurnal"
"Mueller River",2.44580419445705e-06,1.49530109444328e-05,-1.00614025555187e-05,0.695969590356316,0.387022187070779,"VIC",-37.781,149.326,"no assessment","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.56,573,0.44,5.18,0.16,NA,0.092,1.099,6.607,4.1,11.8,1.1,"Diurnal"
"Murchison River",1.4868490627862e-05,1.96352124285115e-05,1.01017688272125e-05,1.06249827184453e-09,4.36007620422393e-27,"WA",-27.708,114.159,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.11,89184,3.04,15.81,0.77,1.92,0.21,1.836,7.416,5.8,14,0.4,"Diurnal"
"Murgenella Creek",-7.4753235015588e-06,-4.21537877986656e-07,-1.45291091251309e-05,0.0349233337790904,4.18188182001328e-05,"NT",-11.884,132.655,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.22,2063,8.17,33.74,NA,NA,0.94,0.206,3.834,1.6,8.8,2.8,"Semi Diurnal"
"Murrah Lagoon",1.18046027358262e-05,1.80188039496839e-05,5.59040152196841e-06,0.000160442349535192,0.000364235270411864,"NSW",-36.495,150.054,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.53265,0.05888,2.90903,0.1061,0.06789,NA,0.02009,NA,NA,NA,0.82762,NA,NA,1.78484,7.47,200,0.22,2.29,0.42,0.52,0.034,1.34,6.633,6.1,11.9,1.1,"Semi Diurnal"
"Murray Creek",3.51227551994053e-06,1.1891369962979e-05,-4.86681892309791e-06,0.4023181487312,2.830191981884e-11,"QLD",-20.849,148.868,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,5.71238,22.34713,6.49775,10.49188,NA,NA,16.26301,NA,NA,0.31755,77.36,570,13.54,18.62,3.38,NA,3.13,0.579,4.293,2.2,8,3.7,"Semi Diurnal"
"Murray River",-5.28646737843158e-06,2.55489610701153e-07,-1.08284243675643e-05,0.0573035861202654,0.000201440325118329,"QLD",-18.085,146.029,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,4.26555,0.54903,19.95341,1.51036,0.16081,NA,NA,2.68949,NA,0.98006,5.20286,26.95,602,2.17,9.89,NA,NA,0.76,0.818,5.95,2.7,13.5,2.2,"Semi Diurnal"
"Mutchero Inlet/Russell Mulgrave",4.97687208847377e-06,1.15505399598416e-05,-1.59679578289404e-06,0.131525112460516,0.00320290319224589,"QLD",-17.224,145.968,"modified","river dominated","WAVE-DOMINATED DELTA",0.26507,NA,NA,3.98757,0.18445,15.55721,0.59083,0.85906,NA,NA,2.93002,NA,0.11066,NA,40.51,1393,3.23,8.72,0.52,NA,0.18,0.949,5.989,2.9,13.4,1.9,"Semi Diurnal"
"Nambucca River",6.65486647107874e-06,1.15315339761974e-05,1.77819896596012e-06,0.00662905650040659,8.34326615626652e-06,"NSW",-30.65,153.015,"extensively modified","river dominated","WAVE-DOMINATED DELTA",0.33764,NA,NA,0.93703,0.59448,1.28051,1.98809,0.38,0.03346,NA,6.44754,NA,NA,0.62437,106.39,1341,9.264,20.1,0.63,NA,0.2,0.482,7.18,2.1,13.1,1.2,"Diurnal"
"Nangudga Lake",9.28729587453434e-06,1.51095660653183e-05,3.46502568375042e-06,0.00148741224022045,4.468114393161e-07,"NSW",-36.261,150.143,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.2069,0.32358,0.05481,0.34174,0.03304,NA,NA,NA,0.01223,NA,0.18646,NA,NA,2.09196,8.38,NA,0.45,2.9,0.35,1.72,0.058,NA,NA,NA,NA,NA,""
"Narrabeen Lagoon",3.74962806578672e-06,8.56033619296131e-06,-1.06108006138787e-06,0.119929872701602,3.6575511673649e-11,"NSW",-33.705,151.307,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",1.48085,1.98233,0.50388,0.03197,0.03014,NA,NA,NA,0.08885,NA,0.26458,NA,NA,0.05149,13.23,54,2.369,5.43,0.93,2.27,0.11,0.97,6.955,8.6,13.5,1.2,"Semi Diurnal"
"Narrawallee Inlet",7.46625791801292e-06,3.70866380578592e-05,-2.21541222218333e-05,0.614757347710919,0.490245344386366,"NSW",-35.302,150.475,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.58307,NA,NA,0.20642,0.2777,0.24737,0.71278,NA,0.03202,NA,0.40903,NA,NA,0.04721,11.41,77,0.34,4.72,0.27,NA,0.046,1.205,6.635,7.8,12.3,1.2,"Semi Diurnal"
"Nassau River",8.00705161796551e-06,1.22747686011577e-05,3.73933463477329e-06,0.000194027725907824,3.59663537239777e-15,"QLD",-15.909,141.394,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,3.09611,45.13335,158.22408,NA,NA,NA,20.22545,NA,NA,69.8056,160.93,5797,17.43,39.77,NA,NA,0.73,0.04,3.816,0.6,10.7,3,"Diurnal"
"Nayampi Creek",-3.02601056389919e-06,-9.49659709093195e-08,-5.95705515688906e-06,0.0393208308081688,1.22576897821195e-07,"NT",-14.809,135.397,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.77,73,0.83,10.51,NA,NA,0.27,0.052,3.067,0.5,6.4,2.1,"Diurnal"
"Nelson Lagoon",8.70150206618746e-06,1.39670573776424e-05,3.43594675473255e-06,0.000999304375152049,9.46366003766387e-12,"NSW",-36.691,149.994,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.15487,0.18358,0.44907,0.31058,0.0613,0.2174,0.44009,NA,0.0225,NA,0.29826,NA,NA,0.00751,8.72,18,0.4,3.65,0.26,2.97,0.034,1.039,6.319,5.1,11.4,1.2,"Semi Diurnal"
